SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-25-2020,Condo/Co-op,937 18th St #1,Santa Monica,CA,90403,1250000,3,2.0,Santa Monica,1350,7994,1967,34,926,492,Sold,,,http://www.redfin.com/CA/Santa-Monica/937-18th-St-90403/unit-1/home/6768909,TheMLS,20-577060,N,Y,34.0333227,-118.488631
PAST SALE,April-30-2020,Multi-Family (2-4 Unit),1843 Euclid St,Santa Monica,CA,90404,1900000,7,4.0,Santa Monica,3257,7514,1946,90,583,,Sold,,,http://www.redfin.com/CA/Santa-Monica/1843-Euclid-St-90404/home/6774696,TheMLS,19-495766,N,Y,34.0169174,-118.4787293
PAST SALE,June-26-2020,Townhouse,612 Lincoln #3,Santa Monica,CA,90402,2289000,3,3.0,Santa Monica,1990,7505,2014,33,1150,856,Sold,,,http://www.redfin.com/CA/Santa-Monica/612-Lincoln-Blvd-90402/unit-3/home/79041746,TheMLS,20-565976,N,Y,34.0288149,-118.5028185
PAST SALE,July-9-2020,Condo/Co-op,1829 11th St #2,Santa Monica,CA,90404,1625000,3,4.0,Santa Monica,2070,7504,2009,20,785,250,Sold,,,http://www.redfin.com/CA/Santa-Monica/1829-11th-St-90404/unit-2/home/160722947,TheMLS,20-579622,N,Y,34.015731,-118.4809092
PAST SALE,May-1-2020,Townhouse,1144 Chelsea Ave Unit A,Santa Monica,CA,90403,2300000,3,3.5,Santa Monica,2828,12223,1981,89,813,708,Sold,,,http://www.redfin.com/CA/Santa-Monica/1144-Chelsea-Ave-90403/unit-A/home/6767826,TheMLS,20-559622,N,Y,34.035043,-118.479917
PAST SALE,May-8-2020,Condo/Co-op,2016 Euclid St #6,Santa Monica,CA,90405,835000,2,2.0,Santa Monica,1082,,1977,82,772,465,Sold,,,http://www.redfin.com/CA/Santa-Monica/2016-Euclid-St-90405/unit-6/home/6775080,TheMLS,20-556270,N,Y,34.0144313,-118.4775047
PAST SALE,July-7-2020,Condo/Co-op,1755 Ocean Ave #406,Santa Monica,CA,90401,2150000,2,2.0,Santa Monica,,,,22,,1637,Sold,,,http://www.redfin.com/CA/Santa-Monica/1755-Ocean-Ave-90401/unit-406/home/58694840,TheMLS,20-560990,N,Y,34.0086348,-118.4913635
PAST SALE,June-16-2020,Townhouse,2817 3rd St #2,Santa Monica,CA,90405,1450000,2,1.75,Santa Monica,1329,,,43,1091,315,Sold,,,http://www.redfin.com/CA/Santa-Monica/2817-3rd-St-90405/unit-2/home/171700810,TheMLS,20-578500,N,Y,34.0011409,-118.479748
PAST SALE,May-21-2020,Townhouse,1041 18th St #2,Santa Monica,CA,90403,1650000,3,2.5,Santa Monica,1702,8819,1979,69,969,350,Sold,,,http://www.redfin.com/CA/Santa-Monica/1041-18th-St-90403/unit-2/home/6769561,TheMLS,20-557230,N,Y,34.0318828,-118.4869443
PAST SALE,June-18-2020,Condo/Co-op,2115 3rd St #308,Santa Monica,CA,90405,1465000,2,2.5,Santa Monica,1413,26994,1991,41,1037,776,Sold,,,http://www.redfin.com/CA/Santa-Monica/2115-3rd-St-90405/unit-308/home/6779561,TheMLS,20-570836,N,Y,34.0071203,-118.4857932
PAST SALE,July-27-2020,Single Family Residential,7 Vicente Ter,Santa Monica,CA,90401,4500000,4,4.5,Santa Monica,2549,3602,2005,2,1765,,Sold,,,http://www.redfin.com/CA/Santa-Monica/7-Vicente-Ter-90401/home/6779896,TheMLS,20-599510,N,Y,34.0075848,-118.4918919
PAST SALE,May-26-2020,Single Family Residential,217 17th St,Santa Monica,CA,90402,3700000,5,4.5,Santa Monica,3974,8938,1924,64,931,,Sold,,,http://www.redfin.com/CA/Santa-Monica/217-17th-St-90402/home/6770813,TheMLS,20-569944,N,Y,34.0409537,-118.4994703
PAST SALE,,Single Family Residential,948 23rd St,Santa Monica,CA,90403,2100000,2,1.0,,1141,8009,1925,,1840,,,,,http://www.redfin.com/CA/Santa-Monica/948-23rd-St-90403/home/6769168,,,N,Y,34.0365938,-118.4841353
PAST SALE,June-15-2020,Condo/Co-op,822 3rd St #1,Santa Monica,CA,90403,1080000,2,1.5,Santa Monica,1022,7484,1935,44,1057,650,Sold,,,http://www.redfin.com/CA/Santa-Monica/822-3rd-St-90403/unit-1/home/22751329,TheMLS,20-582604,N,Y,34.023017,-118.505244
PAST SALE,June-3-2020,Condo/Co-op,1033 9th St Unit 1033B,Santa Monica,CA,90403,895000,1,1.0,Santa Monica,920,15007,1938,56,973,353,Sold,,,http://www.redfin.com/CA/Santa-Monica/1033-9th-St-90403/unit-1033B/home/6773353,TheMLS,20-565544,N,Y,34.025135,-118.495607
PAST SALE,July-7-2020,Single Family Residential,1744 Bryn Mawr Ave,Santa Monica,CA,90405,2257500,4,2.75,Santa Monica,2853,6617,1948,22,791,,Sold,,,http://www.redfin.com/CA/Santa-Monica/1744-Bryn-Mawr-Ave-90405/home/6776060,TheMLS,20-577750,N,Y,34.008101,-118.4625585
PAST SALE,May-4-2020,Townhouse,1212 Ocean Park #4,Santa Monica,CA,90405,1475000,3,2.5,Santa Monica,1963,26930,1996,86,751,598,Sold,,,http://www.redfin.com/CA/Santa-Monica/1212-Ocean-Park-Blvd-90405/unit-4/home/6775638,TheMLS,19-537704,N,Y,34.0089418,-118.472268
PAST SALE,,Condo/Co-op,1422 California Ave #1,Santa Monica,CA,90403,1050000,2,2.0,,1303,,1973,,806,,,,,http://www.redfin.com/CA/Santa-Monica/1422-California-Ave-90403/unit-1/home/6772437,,,N,Y,34.0284183,-118.4896904
PAST SALE,July-8-2020,Townhouse,618 Lincoln Blvd #4,Santa Monica,CA,90402,1710000,3,2.25,C14 - Santa Monica,1558,7493,1981,21,1098,375,Sold,,,http://www.redfin.com/CA/Santa-Monica/618-Lincoln-Blvd-90402/unit-4/home/6782067,CRMLS,SB20103276,N,Y,34.0287163,-118.5027036
PAST SALE,July-6-2020,Condo/Co-op,535 Ocean Ave Unit 2A,Santa Monica,CA,90402,2580000,2,2.0,Santa Monica,1781,22462,1968,23,1449,2040,Sold,,,http://www.redfin.com/CA/Santa-Monica/535-Ocean-Ave-90402/unit-2A/home/6781930,TheMLS,20-543846,N,Y,34.0242852,-118.5097061
PAST SALE,May-5-2020,Condo/Co-op,1917 11th St #5,Santa Monica,CA,90404,1110000,2,2.0,Santa Monica,1137,7507,1973,85,976,400,Sold,,,http://www.redfin.com/CA/Santa-Monica/1917-11th-St-90404/unit-5/home/6774583,TheMLS,20-559490,N,Y,34.0148261,-118.4798936
PAST SALE,,Condo/Co-op,3214 Highland Ave,Santa Monica,CA,90405,460000,4,8.0,,,,1951,,,,,,,http://www.redfin.com/CA/Santa-Monica/3214-Highland-Ave-90405/home/143516584,,,N,Y,34.0006225,-118.4742998
PAST SALE,July-17-2020,Condo/Co-op,2045 4th St Unit 301B,Santa Monica,CA,90405,655000,1,1.0,Santa Monica,699,55216,1969,12,937,465,Sold,,,http://www.redfin.com/CA/Santa-Monica/2045-4th-St-90405/unit-301B/home/6779496,TheMLS,20-568686,N,Y,34.0081318,-118.4852558
PAST SALE,June-1-2020,Condo/Co-op,511 San Vicente #301,Santa Monica,CA,90402,1305000,2,2.0,Santa Monica,1284,14641,1969,58,1016,695,Sold,,,http://www.redfin.com/CA/Santa-Monica/511-San-Vicente-Blvd-90402/unit-301/home/6781430,TheMLS,20-569646,N,Y,34.0310066,-118.5097678
PAST SALE,July-17-2020,Condo/Co-op,420 Marine St #4,Santa Monica,CA,90405,1190000,2,1.0,Santa Monica,,7006,1969,12,,290,Sold,,,http://www.redfin.com/CA/Santa-Monica/420-Marine-St-90405/unit-4/home/6778476,TheMLS,20-574588,N,Y,34.00007,-118.4764904
PAST SALE,May-1-2020,Townhouse,2817 3rd St #3,Santa Monica,CA,90405,1440000,2,1.75,Santa Monica,1205,6376,,89,1195,301,Sold,,,http://www.redfin.com/CA/Santa-Monica/2817-3rd-St-90405/unit-3/home/171504906,TheMLS,20-575224,N,Y,34.0011409,-118.479748
PAST SALE,June-9-2020,Condo/Co-op,1333 14th St #10,Santa Monica,CA,90404,585000,1,1.0,Santa Monica,568,7510,1964,50,1030,257,Sold,,,http://www.redfin.com/CA/Santa-Monica/1333-14th-St-90404/unit-10/home/6774093,TheMLS,20-576034,N,Y,34.0249294,-118.4861661
PAST SALE,July-10-2020,Condo/Co-op,1502 Franklin St,Santa Monica,CA,90404,500000,1,1.0,Santa Monica,521,6492,1930,19,960,300,Sold,,,http://www.redfin.com/CA/Santa-Monica/1502-Franklin-St-90404/home/6764004,TheMLS,20-559928,N,Y,34.036217,-118.467208
PAST SALE,July-10-2020,Single Family Residential,347 24th St,Santa Monica,CA,90402,3625000,5,4.0,C14 - Santa Monica,3412,8699,1920,19,1062,,Sold,,,http://www.redfin.com/CA/Santa-Monica/347-24th-St-90402/home/6769804,CRISNet,SR20024655,N,Y,34.0453587,-118.4912318
PAST SALE,July-15-2020,Townhouse,1437 Princeton St #1,Santa Monica,CA,90404,1051000,2,2.5,Santa Monica,1620,6958,1980,14,649,450,Sold,,,http://www.redfin.com/CA/Santa-Monica/1437-Princeton-St-90404/unit-1/home/6763668,TheMLS,20-578462,N,Y,34.0334581,-118.4723096
PAST SALE,July-27-2020,Condo/Co-op,515 San Vicente Unit 517A,Santa Monica,CA,90402,720000,2,1.0,Santa Monica,898,22012,1948,2,802,373,Sold,,,http://www.redfin.com/CA/Santa-Monica/515-San-Vicente-Blvd-90402/unit-517A/home/6781404,TheMLS,20-573842,N,Y,34.0310725,-118.5095995
PAST SALE,June-12-2020,Condo/Co-op,201 Ocean Ave Unit 402P,Santa Monica,CA,90402,500000,0,1.0,Santa Monica,510,38608,1971,47,980,1324,Sold,,,http://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-402P/home/17243755,TheMLS,20-564712,N,Y,34.0270978,-118.5143597
PAST SALE,May-27-2020,Condo/Co-op,1418 Stanford St #6,Santa Monica,CA,90404,710000,2,2.0,Santa Monica,988,7785,1967,63,719,250,Sold,,,http://www.redfin.com/CA/Santa-Monica/1418-Stanford-St-90404/unit-6/home/6763617,TheMLS,20-559502,N,Y,34.0356765,-118.4702655
PAST SALE,July-15-2020,Condo/Co-op,1133 5th St #403,Santa Monica,CA,90403,1662500,2,1.75,Santa Monica,1527,14996,1985,14,1089,520,Sold,,,http://www.redfin.com/CA/Santa-Monica/1133-5th-St-90403/unit-403/home/6780541,TheMLS,20-575018,N,Y,34.0206951,-118.4977901
PAST SALE,June-15-2020,Condo/Co-op,810 California Ave #6,Santa Monica,CA,90403,1375000,2,3.0,Santa Monica,1550,7499,1974,44,887,425,Sold,,,http://www.redfin.com/CA/Santa-Monica/810-California-Ave-90403/unit-6/home/6773591,TheMLS,20-580338,N,Y,34.0236578,-118.4955546
PAST SALE,May-11-2020,Single Family Residential,254 17th St,Santa Monica,CA,90402,2900000,3,2.0,Santa Monica,1599,7496,1927,79,1814,,Sold,,,http://www.redfin.com/CA/Santa-Monica/254-17th-St-90402/home/6770883,TheMLS,20-571398,N,Y,34.0398004,-118.4990292
PAST SALE,July-29-2020,Townhouse,2013 21st St #101,Santa Monica,CA,90404,979500,2,2.5,Santa Monica,1413,7491,2005,1,693,340,Sold,,,http://www.redfin.com/CA/Santa-Monica/2013-21st-St-90404/unit-101/home/12130186,TheMLS,20-584192,N,Y,34.0211851,-118.4691472
PAST SALE,June-29-2020,Single Family Residential,557 12th St,Santa Monica,CA,90402,4770000,6,5.0,Santa Monica,4698,7499,1989,30,1015,,Sold,,,http://www.redfin.com/CA/Santa-Monica/557-12th-St-90402/home/6771693,TheMLS,20-567178,N,Y,34.03273,-118.498963
PAST SALE,June-29-2020,Condo/Co-op,2311 4th St #109,Santa Monica,CA,90405,969000,2,1.5,Santa Monica,976,41620,1967,30,993,288,Sold,,,http://www.redfin.com/CA/Santa-Monica/2311-4th-St-90405/unit-109/home/6779257,TheMLS,20-545248,N,Y,34.0066933,-118.4835729
PAST SALE,June-10-2020,Single Family Residential,3125 Pearl St,Santa Monica,CA,90405,2025000,4,4.0,Santa Monica,2708,5256,1941,49,748,,Sold,,,http://www.redfin.com/CA/Santa-Monica/3125-Pearl-St-90405/home/6764849,TheMLS,20-553958,N,Y,34.0237656,-118.454702
PAST SALE,July-28-2020,Condo/Co-op,844 7th St #4,Santa Monica,CA,90403,888000,2,1.75,Santa Monica,993,7480,1970,1,894,300,Sold,,,http://www.redfin.com/CA/Santa-Monica/844-7th-St-90403/unit-4/home/6780239,TheMLS,20-592258,N,Y,34.0256952,-118.5010126
PAST SALE,June-29-2020,Single Family Residential,1034 Harvard St,Santa Monica,CA,90403,2645000,3,2.0,Santa Monica,1485,7900,1940,30,1781,,Sold,,,http://www.redfin.com/CA/Santa-Monica/1034-Harvard-St-90403/home/6762820,TheMLS,20-568848,N,Y,34.039402,-118.4781618
PAST SALE,July-27-2020,Single Family Residential,1105 Georgina Ave,Santa Monica,CA,90402,9300000,5,6.75,Santa Monica,6175,14230,1931,2,1506,,Sold,,,http://www.redfin.com/CA/Santa-Monica/1105-Georgina-Ave-90402/home/6771357,TheMLS,20-581700,N,Y,34.0361951,-118.5050307
PAST SALE,June-3-2020,Single Family Residential,2312 27th St,Santa Monica,CA,90405,2579000,3,3.0,Santa Monica,,7671,1939,56,,,Sold,,,http://www.redfin.com/CA/Santa-Monica/2312-27th-St-90405/home/6764635,TheMLS,20-573140,N,Y,34.0220248,-118.460378
PAST SALE,June-19-2020,Condo/Co-op,2920 Neilson Way #305,Santa Monica,CA,90405,1100000,2,1.75,Santa Monica,1105,134111,1980,40,995,1060,Sold,,,http://www.redfin.com/CA/Santa-Monica/2920-Neilson-Way-90405/unit-305/home/6778805,TheMLS,20-551310,N,Y,33.9982654,-118.4816049
PAST SALE,May-15-2020,Single Family Residential,37 Haldeman Rd,Santa Monica,CA,90402,4143750,5,5.0,Santa Monica,3163,26973,1925,75,1310,,Sold,,,http://www.redfin.com/CA/Santa-Monica/37-Haldeman-Rd-90402/home/6840181,TheMLS,20-572560,N,Y,34.0392411,-118.5127921
PAST SALE,June-29-2020,Condo/Co-op,1033 9th St Unit 1033C,Santa Monica,CA,90403,820000,1,1.0,Santa Monica,766,15007,1938,30,1070,327,Sold,,,http://www.redfin.com/CA/Santa-Monica/1033-9th-St-90403/unit-1033C/home/6773354,TheMLS,20-581368,N,Y,34.025135,-118.495607
PAST SALE,July-20-2020,Single Family Residential,1101 Stanford St,Santa Monica,CA,90403,2800000,2,2.0,Santa Monica,1278,13487,1938,9,2191,,Sold,,,http://www.redfin.com/CA/Santa-Monica/1101-Stanford-St-90403/home/6762434,TheMLS,20-573882,N,Y,34.0409587,-118.4754701
PAST SALE,May-6-2020,Multi-Family (2-4 Unit),1142 24th St,Santa Monica,CA,90403,1895000,6,5.0,Santa Monica,,6101,1922,84,,,Sold,,,http://www.redfin.com/CA/Santa-Monica/1142-24th-St-90403/unit-A/home/6767840,TheMLS,18-308172,N,Y,34.0343031,-118.4807615
PAST SALE,,Condo/Co-op,954 14th St #2,Santa Monica,CA,90403,1530000,3,3.0,,2328,,2001,,657,,,,,http://www.redfin.com/CA/Santa-Monica/954-14th-St-90403/unit-2/home/8112938,,,N,Y,34.0295309,-118.4926056
PAST SALE,June-16-2020,Condo/Co-op,229 Bicknell Ave #103,Santa Monica,CA,90405,580000,1,1.0,Santa Monica,570,17998,1963,43,1018,400,Sold,,,http://www.redfin.com/CA/Santa-Monica/229-Bicknell-Ave-90405/unit-103/home/6779704,TheMLS,20-578652,N,Y,34.007282,-118.4874388
PAST SALE,July-20-2020,Condo/Co-op,1012 7th St #7,Santa Monica,CA,90403,875000,2,2.0,Santa Monica,924,15006,1970,9,947,350,Sold,,,http://www.redfin.com/CA/Santa-Monica/1012-7th-St-90403/unit-7/home/6780114,TheMLS,20-589482,N,Y,34.0235594,-118.4985144
PAST SALE,July-4-2020,Single Family Residential,1131 Hill St,Santa Monica,CA,90405,3095000,4,3.5,Santa Monica,3000,6970,1944,25,1032,,Sold,,,http://www.redfin.com/CA/Santa-Monica/1131-Hill-St-90405/home/6775820,TheMLS,20-575240,N,Y,34.0076088,-118.471508
PAST SALE,July-17-2020,Single Family Residential,203 20th St,Santa Monica,CA,90402,5100000,5,3.0,Santa Monica,3446,11800,1929,12,1480,,Sold,,,http://www.redfin.com/CA/Santa-Monica/203-20th-St-90402/home/6770367,TheMLS,20-589942,N,Y,34.0439864,-118.4980946
PAST SALE,June-15-2020,Single Family Residential,229 19th St,Santa Monica,CA,90402,5558888,6,6.5,Santa Monica,,8931,2014,44,,,Sold,,,http://www.redfin.com/CA/Santa-Monica/229-19th-St-90402/home/6770579,TheMLS,20-564358,N,Y,34.0428028,-118.4983006
PAST SALE,May-27-2020,Single Family Residential,944 23rd St,Santa Monica,CA,90403,3350000,3,2.0,Santa Monica,2927,7996,1926,63,1145,,Sold,,,http://www.redfin.com/CA/Santa-Monica/944-23rd-St-90403/home/6769167,TheMLS,20-571308,N,Y,34.0366711,-118.4842977
PAST SALE,July-23-2020,Single Family Residential,1124 Cedar St,Santa Monica,CA,90405,1750000,3,2.0,Santa Monica,1322,6842,1939,6,1324,,Sold,,,http://www.redfin.com/CA/Santa-Monica/1124-Cedar-St-90405/home/6775211,TheMLS,20-607304,N,Y,34.0108469,-118.4750115
PAST SALE,,Condo/Co-op,1124 15th St Unit F,Santa Monica,CA,90403,3300000,13,13.0,,,,1962,,,,,,,http://www.redfin.com/CA/Santa-Monica/1124-15th-St-90403/unit-F/home/6772418,,,N,Y,34.0281968,-118.4891
PAST SALE,June-5-2020,Single Family Residential,723 Pier Ave Unit A,Santa Monica,CA,90405,2300000,3,2.5,Santa Monica,2610,5502,2019,54,881,350,Sold,,,http://www.redfin.com/CA/Santa-Monica/723-Pier-Ave-90405/home/6778216,TheMLS,20-569446,N,Y,34.0036049,-118.4738805
PAST SALE,May-5-2020,Single Family Residential,510 Lincoln Blvd,Santa Monica,CA,90402,6350000,5,5.5,Santa Monica,5400,11264,1988,85,1176,,Sold,,,http://www.redfin.com/CA/Santa-Monica/510-Lincoln-Blvd-90402/home/6782035,TheMLS,20-540306,N,Y,34.0301856,-118.5044185
PAST SALE,May-19-2020,Condo/Co-op,2022 Delaware Ave #1,Santa Monica,CA,90404,895000,3,2.25,Santa Monica,1512,10772,1981,71,592,400,Sold,,,http://www.redfin.com/CA/Santa-Monica/2022-Delaware-Ave-90404/unit-1/home/6767266,TheMLS,20-564014,N,Y,34.0221479,-118.4712168
PAST SALE,June-9-2020,Condo/Co-op,2021 California Ave #20,Santa Monica,CA,90403,940000,2,1.5,Santa Monica,1024,27504,1958,50,918,440,Sold,,,http://www.redfin.com/CA/Santa-Monica/2021-California-Ave-90403/unit-20/home/6769468,TheMLS,20-574112,N,Y,34.0335464,-118.4843762
PAST SALE,July-24-2020,Townhouse,838 10th St #2,Santa Monica,CA,90403,1325000,2,2.5,Santa Monica,1115,7481,2002,5,1188,422,Sold,,,http://www.redfin.com/CA/Santa-Monica/838-10th-St-90403/unit-2/home/8120656,TheMLS,20-587188,N,Y,34.0280938,-118.4982903
PAST SALE,July-25-2020,Condo/Co-op,1320 Princeton St #203,Santa Monica,CA,90404,1080000,3,2.0,Santa Monica,1448,26004,1972,4,746,447,Sold,,,http://www.redfin.com/CA/Santa-Monica/1320-Princeton-St-90404/unit-203/home/6763206,TheMLS,20-591368,N,Y,34.0347128,-118.4746246
PAST SALE,July-16-2020,Single Family Residential,330 21st Pl,Santa Monica,CA,90402,8575000,6,7.0,Santa Monica,7913,9042,2020,13,1084,,Sold,,,http://www.redfin.com/CA/Santa-Monica/330-21st-Pl-90402/home/6770265,TheMLS,20-590370,N,Y,34.0430836,-118.4945912
PAST SALE,June-26-2020,Condo/Co-op,3219 Colorado Ave #3,Santa Monica,CA,90404,816000,2,1.75,Santa Monica,954,13344,1974,33,855,380,Sold,,,http://www.redfin.com/CA/Santa-Monica/3219-Colorado-Ave-90404/unit-3/home/6764030,TheMLS,20-568424,N,Y,34.0358537,-118.4652725
PAST SALE,June-10-2020,Condo/Co-op,12919 Montana Ave #302,Los Angeles,CA,90049,1225000,2,2.0,Santa Monica,1726,8967,1979,49,710,637,Sold,,,http://www.redfin.com/CA/Los-Angeles/12919-Montana-Ave-90049/unit-302/home/6760183,TheMLS,20-576328,N,Y,34.0425485,-118.482751
PAST SALE,July-28-2020,Townhouse,2318 2nd St #2,Santa Monica,CA,90405,1680000,2,2.5,Ocean Park,1517,6188,1990,1,1107,450,Sold,,,http://www.redfin.com/CA/Santa-Monica/2318-2nd-St-90405/unit-2/home/6779650,TheMLS,20-590198,N,Y,34.0048351,-118.4856495
PAST SALE,June-19-2020,Single Family Residential,2388 Dewey St,Santa Monica,CA,90405,1338000,3,2.0,Venice,1319,5054,1954,40,1014,,Sold,,,http://www.redfin.com/CA/Santa-Monica/2388-Dewey-St-90405/home/6745164,TheMLS,20-581412,N,Y,34.0095679,-118.4564044
PAST SALE,July-24-2020,Townhouse,1144 17th St #8,Santa Monica,CA,90403,942914,2,2.0,Santa Monica,927,15007,1975,5,1017,524,Sold,,,http://www.redfin.com/CA/Santa-Monica/1144-17th-St-90403/unit-8/home/6772117,TheMLS,20-587822,N,Y,34.0292645,-118.4867595
PAST SALE,June-25-2020,Condo/Co-op,1835 7th St Unit D,Santa Monica,CA,90401,705000,2,1.0,Santa Monica,785,7499,1958,34,898,290,Sold,,,http://www.redfin.com/CA/Santa-Monica/1835-7th-St-90401/unit-D/home/6779853,TheMLS,20-580152,N,Y,34.0123862,-118.484567
PAST SALE,July-21-2020,Single Family Residential,267 Entrada Dr,Santa Monica,CA,90402,1415000,1,1.0,C14 - Santa Monica,604,4251,1960,8,2343,,Sold,,,http://www.redfin.com/CA/Santa-Monica/267-Entrada-Dr-90402/home/6840419,CRMLS,SW19178641,N,Y,34.0297244,-118.5156791
PAST SALE,June-8-2020,Condo/Co-op,2320 3rd St,Santa Monica,CA,90405,2600000,3,3.0,Santa Monica,2001,6644,2016,51,1299,450,Sold,,,http://www.redfin.com/CA/Santa-Monica/2320-3rd-St-90405/home/144333442,TheMLS,20-580250,N,Y,34.0053707,-118.484889
PAST SALE,July-10-2020,Condo/Co-op,12919 Montana Ave #201,Los Angeles,CA,90049,1310000,2,2.0,Brentwood,1561,8967,1979,19,839,558,Sold,,,http://www.redfin.com/CA/Los-Angeles/12919-Montana-Ave-90049/unit-201/home/6760179,TheMLS,20-577158,N,Y,34.0425485,-118.482751
PAST SALE,June-29-2020,Condo/Co-op,1144 Stanford St #9,Santa Monica,CA,90403,615000,1,1.0,Santa Monica,682,10220,1964,30,902,400,Sold,,,http://www.redfin.com/CA/Santa-Monica/1144-Stanford-St-90403/unit-9/home/8180994,TheMLS,20-593030,N,Y,34.0393676,-118.4746083
PAST SALE,,Multi-Family (2-4 Unit),2034 5th St,Santa Monica,CA,90405,663000,4,4.0,,2476,5663,1950,,268,,,,,http://www.redfin.com/CA/Santa-Monica/2034-5th-St-90405/home/6779430,,,N,Y,34.0086088,-118.4851874
PAST SALE,May-13-2020,Condo/Co-op,2034 5th St Unit A,Santa Monica,CA,90405,663000,1,1.0,Santa Monica,620,5663,1950,77,1069,200,Sold,,,http://www.redfin.com/CA/Santa-Monica/2034-5th-St-90405/unit-A/home/171205631,TheMLS,20-562822,N,Y,34.0086088,-118.4851874
PAST SALE,June-24-2020,Townhouse,917 Euclid St #1,Santa Monica,CA,90403,1610000,3,2.5,Santa Monica,1512,7501,1978,35,1065,450,Sold,,,http://www.redfin.com/CA/Santa-Monica/917-Euclid-St-90403/unit-1/home/6772521,TheMLS,20-576012,N,Y,34.0298898,-118.493804
PAST SALE,June-24-2020,Condo/Co-op,1001 19th St Unit A,Santa Monica,CA,90403,760000,1,1.0,Santa Monica,800,9915,1958,35,950,356,Sold,,,http://www.redfin.com/CA/Santa-Monica/1001-19th-St-90403/unit-A/home/6769542,TheMLS,20-584838,N,Y,34.0333735,-118.4870013
PAST SALE,July-23-2020,Condo/Co-op,1133 9th St #102,Santa Monica,CA,90403,1310500,2,2.0,Santa Monica,1410,30008,1982,6,929,595,Sold,,,http://www.redfin.com/CA/Santa-Monica/1133-9th-St-90403/unit-102/home/6773291,TheMLS,20-585818,N,Y,34.0236635,-118.4938914
PAST SALE,June-30-2020,Condo/Co-op,1715 California Ave Unit A,Santa Monica,CA,90403,705000,2,1.0,Santa Monica,746,6194,1956,29,945,350,Sold,,,http://www.redfin.com/CA/Santa-Monica/1715-California-Ave-90403/unit-A/home/6769662,TheMLS,20-578322,N,Y,34.0309335,-118.4873805
PAST SALE,June-24-2020,Condo/Co-op,222 7th St #106,Santa Monica,CA,90402,805000,1,1.0,C14 - Santa Monica,878,25054,1974,35,917,425,Sold,,,http://www.redfin.com/CA/Santa-Monica/222-7th-St-90402/unit-106/home/6781365,CRMLS,SB20081515,N,Y,34.0322248,-118.5084783
